year, month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct, weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted, arr_delay, carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2018,7,YX,Republic Airline,JFK,"New York, NY: John F. Kennedy International",193,43,6.28,0.62,24.74,0,11.36,14,0,3146,341,37,1821,0,947
2018,8,OO,SkyWest Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",268,101,12.68,21.47,29.14,0,37.71,23,1,11476,1944,3838,1891,0,3803
2018,8,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",2162,436,73.49,13.29,221.13,0,128.09,216,7,55429,8861,4016,29403,0,13149
2018,8,AA,American Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",1667,489,96.39,15.9,266.64,1.3,108.76,29,7,37034,5984,1298,19175,94,10483
2018,8,AS,Alaska Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",455,152,38.87,0,93.48,0,19.66,13,3,11315,2790,0,7150,0,1375
2018,8,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",3846,1289,237.33,20.7,538.9,3.18,488.9,157,12,117048,16180,2118,50226,154,48370
2018,8,DL,Delta Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",2707,728,130.56,27.61,421.55,1.48,146.8,30,22,68346,12400,1955,39004,72,14915
2018,8,HA,Hawaiian Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",31,4,4,0,0,0,0,0,0,389,389,0,0,0,0
2018,8,MQ,Envoy Air,JFK,"New York, NY: John F. Kennedy International",523,110,17.13,1.9,48.3,0,42.67,86,3,9110,1331,32,3940,0,3807
2018,8,YX,Republic Airline,JFK,"New York, NY: John F. Kennedy International",209,36,4.43,1.75,22.76,0.48,6.58,26,1,2495,245,174,1307,21,748
2018,9,HA,Hawaiian Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",30,1,1,0,0,0,0,0,0,15,15,0,0,0,0
2018,9,MQ,Envoy Air,JFK,"New York, NY: John F. Kennedy International",490,136,21.18,1.1,82.14,0,31.59,23,2,8667,1670,39,4936,0,2022
2018,9,OO,SkyWest Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",204,72,8.05,12.39,30.19,0,21.38,2,1,6457,345,1532,2632,0,1948
2018,9,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",1927,380,56.4,12.21,211.86,0,99.53,11,1,33873,5413,1480,18023,0,8957
2018,9,AA,American Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",1532,322,81.18,6.5,179.57,1.14,53.61,13,5,19931,5938,379,8619,89,4906
2018,9,AS,Alaska Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",435,80,15.84,0.37,49.7,0,14.08,2,0,3891,964,22,2385,0,520
2018,9,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",3603,851,158.15,15.29,412.56,0.82,264.18,41,4,57428,11125,1319,25273,39,19672
2018,9,DL,Delta Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",2258,414,86.02,13.64,264.78,0.74,48.82,5,5,28992,8971,854,15458,45,3664
2018,9,YX,Republic Airline,JFK,"New York, NY: John F. Kennedy International",235,48,7.93,1.23,30.01,0,8.83,6,2,3044,470,34,1715,0,825
2018,10,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",1817,280,48.47,3.82,111.43,0,116.28,4,0,18178,4269,167,5490,0,8252
2018,10,AA,American Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",1530,218,83.36,5.97,69.34,3.28,56.06,6,5,13924,6232,559,3035,89,4009
2018,10,AS,Alaska Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",452,75,21.96,0,39.6,0,13.44,2,0,3295,827,0,1754,0,714
2018,10,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",3585,615,173.57,5.08,203.3,0,233.05,18,7,36716,11682,227,8798,0,16009
2018,10,DL,Delta Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",2590,251,78.87,5.27,112.46,0.98,53.43,0,1,13411,5476,264,4261,79,3331
2018,10,HA,Hawaiian Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",31,4,2.58,0,0.73,0.69,0,0,0,123,61,0,24,38,0
2018,10,MQ,Envoy Air,JFK,"New York, NY: John F. Kennedy International",471,84,17.92,0,31.74,0,34.35,13,0,5003,952,0,1745,0,2306
2018,10,OH,PSA Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",56,16,4.96,0.96,7.14,0,2.95,1,0,1077,481,86,270,0,240
2018,10,OO,SkyWest Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",229,49,6.75,5.52,22.24,0,14.49,0,0,2593,558,290,865,0,880
2018,10,YX,Republic Airline,JFK,"New York, NY: John F. Kennedy International",249,36,9.91,1.51,13.55,0,11.03,0,1,2649,812,285,827,0,725
2018,11,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",1584,277,53.05,9.12,128.9,0,85.93,35,2,20249,4490,611,8909,0,6239
2018,11,AA,American Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",1382,298,78.1,1.76,140.49,1.19,76.46,11,1,23334,5810,1159,9336,49,6980
2018,11,AS,Alaska Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",413,74,20.31,0.88,40.88,0,11.93,5,1,4120,1110,179,2400,0,431
2018,11,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",3481,886,244.08,1.2,325.7,2.44,312.58,39,8,65269,17781,85,22632,98,24673
2018,11,DL,Delta Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",2493,386,84.29,9.94,202.62,0,89.14,12,5,39071,7618,1693,16651,0,13109
2018,11,HA,Hawaiian Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",30,5,4.43,0,0,0,0.57,0,0,163,130,0,0,0,33
2018,11,MQ,Envoy Air,JFK,"New York, NY: John F. Kennedy International",430,104,19.64,0.55,55,0,28.82,22,0,7502,1197,14,3774,0,2517
2018,11,OH,PSA Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",84,15,2.81,1.66,4.79,0,5.74,3,0,800,119,102,198,0,381
2018,11,OO,SkyWest Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",238,53,5.81,6.92,21.1,0,19.18,9,1,3681,263,926,876,0,1616
2018,11,YX,Republic Airline,JFK,"New York, NY: John F. Kennedy International",219,40,8.12,0.95,22.74,0,8.2,6,0,2183,374,112,1211,0,486
2018,12,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",1406,223,40.75,6.14,113.16,0,62.95,9,4,23039,4067,1284,10959,0,6729
2018,12,AA,American Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",1440,309,91.25,2.27,145.01,0.93,69.54,12,3,22430,6884,167,6746,32,8601
2018,12,AS,Alaska Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",437,81,13.12,1,56.86,0,10.02,0,0,4058,570,46,2689,0,753
2018,12,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",3667,933,259.35,5.38,287.16,1.65,379.46,10,13,69762,18978,411,19123,42,31208
2018,12,DL,Delta Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",2583,365,68.98,7.06,206.6,0.88,81.48,0,1,22262,4862,275,11167,67,5891
2018,12,HA,Hawaiian Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",31,10,10,0,0,0,0,0,1,251,251,0,0,0,0
2018,12,MQ,Envoy Air,JFK,"New York, NY: John F. Kennedy International",452,126,31.54,0.58,42.34,0.95,50.58,19,0,7570,2102,29,2407,29,3003
2018,12,OH,PSA Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",104,17,3.06,0.55,11.2,0,2.19,2,1,1025,282,41,563,0,139
2018,12,OO,SkyWest Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",231,62,9.63,7.51,21.37,0.38,23.11,1,0,4651,683,972,1014,10,1972
2018,12,YX,Republic Airline,JFK,"New York, NY: John F. Kennedy International",425,73,16.05,2.77,41.49,0.89,11.8,3,0,4874,1257,382,2079,16,1140
2019,1,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",1512,330,51.53,11.15,132.69,0,134.63,30,0,26900,5213,1105,8809,0,11773
2019,1,AA,American Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",1474,257,81.62,6.02,97.13,0.26,71.97,13,4,17713,5529,623,4452,5,7104
2019,1,AS,Alaska Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",440,84,21.1,0.79,42.89,0.82,18.41,14,1,4791,1255,77,1674,32,1753
2019,1,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",3316,824,230.69,5.01,209.94,8.98,369.37,115,10,63447,19899,812,10293,539,31904
2019,1,DL,Delta Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",2530,368,110.69,11.35,144.32,0,101.64,0,2,26180,8800,1510,8804,0,7066
2019,1,HA,Hawaiian Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",31,10,7,0,0,2,1,0,1,366,277,0,0,66,23
2019,1,MQ,Envoy Air,JFK,"New York, NY: John F. Kennedy International",496,136,26.1,1.27,40.55,0.16,67.92,23,2,10428,3018,132,2622,4,4652
2019,1,OH,PSA Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",72,8,1.18,0.25,2.7,0,3.87,3,0,737,118,27,179,0,413
2019,1,OO,SkyWest Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",323,78,17.06,10.57,32.86,0,17.5,13,0,7962,2705,917,2086,0,2254
2019,1,YX,Republic Airline,JFK,"New York, NY: John F. Kennedy International",289,59,13.66,2.9,26.57,0.91,14.95,7,0,4773,1465,380,1482,134,1312
2019,2,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",1431,211,44.87,4.67,67.22,0,94.24,100,2,15361,3814,967,3414,0,7166
2019,2,AA,American Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",1403,231,84.43,5.46,64.71,2.26,74.13,28,2,14965,5201,585,2930,45,6204
2019,2,AS,Alaska Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",392,87,20.53,3.43,37.81,0,25.24,9,0,6155,1627,727,1892,0,1909
2019,2,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",3089,790,239.25,8.09,161.22,6.25,375.2,38,7,70437,23029,1910,12145,215,33138
2019,2,DL,Delta Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",2270,296,79.16,15.02,104.19,1.97,95.66,15,4,25861,8768,3139,5929,164,7861
2019,2,HA,Hawaiian Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",28,7,6.43,0,0,0,0.57,0,0,334,322,0,0,0,12
2019,2,MQ,Envoy Air,JFK,"New York, NY: John F. Kennedy International",457,109,21.9,0.46,29.08,0,57.56,25,2,7226,2003,20,1814,0,3389
2019,2,OH,PSA Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",56,8,0.77,0.85,3.5,0,2.89,9,0,829,28,187,289,0,325
2019,2,OO,SkyWest Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",298,47,10.76,3.89,14.35,0,18,18,0,3705,1042,263,773,0,1627
2019,2,YX,Republic Airline,JFK,"New York, NY: John F. Kennedy International",227,31,8.61,1.37,13.06,0,7.95,11,0,1854,805,105,493,0,451
2019,3,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",1878,268,54.78,14.89,81.26,0.96,116.11,28,2,22301,5321,1558,4579,44,10799
2019,3,AA,American Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",1510,247,109.28,2.94,53.39,0,81.4,32,7,23166,11460,317,1976,0,9413
2019,3,AS,Alaska Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",434,80,24.31,0,47.57,0.47,7.64,6,0,3136,1238,0,1499,9,390
2019,3,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",3481,679,242.71,1.14,118.89,3.76,312.5,27,7,45678,17198,53,4688,103,23636
2019,3,DL,Delta Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",2804,364,128.88,7.12,99.13,0,128.88,3,2,27510,12508,730,3895,0,10377
2019,3,HA,Hawaiian Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",31,8,7,0,0,0,1,0,0,259,227,0,0,0,32
2019,3,MQ,Envoy Air,JFK,"New York, NY: John F. Kennedy International",507,79,14.8,0.85,23.59,0,39.77,5,1,5283,1296,72,721,0,3194
2019,3,OH,PSA Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",62,12,4.6,0,1.24,0,6.15,2,0,929,289,0,80,0,560
2019,3,OO,SkyWest Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",216,33,8.34,1.83,10.45,0,12.38,3,0,1895,546,267,422,0,660
2019,3,YX,Republic Airline,JFK,"New York, NY: John F. Kennedy International",291,42,12.89,2.99,18.05,0,8.07,5,0,2294,911,226,613,0,544
2019,4,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",1934,351,72.33,10.05,159.16,0,109.45,97,12,38744,7928,1986,18413,0,10417
2019,4,AA,American Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",1324,322,101.31,7.66,144.54,1.83,66.67,26,2,23254,7546,520,9601,34,5553
2019,4,AS,Alaska Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",420,108,16.92,0.13,77.14,0.12,13.69,3,2,7253,1135,9,5343,7,759
2019,4,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",3408,757,180.75,6.21,257.29,1,311.75,91,24,70444,14136,1629,26252,55,28372
2019,4,DL,Delta Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",2724,524,94.55,16.17,278.78,0.95,133.55,5,14,55998,12062,3685,25706,60,14485
2019,4,HA,Hawaiian Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",30,11,10.66,0,0,0,0.34,0,0,387,356,0,0,0,31
2019,4,MQ,Envoy Air,JFK,"New York, NY: John F. Kennedy International",340,66,10.79,1.91,28.54,0,24.77,21,2,4811,558,180,1494,0,2579
2019,4,OH,PSA Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",60,11,2.02,0,5.49,0,3.49,4,0,705,63,0,372,0,270
2019,4,OO,SkyWest Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",197,45,7.72,2.13,17.01,0,18.14,14,1,2942,543,317,722,0,1360
2019,4,YX,Republic Airline,JFK,"New York, NY: John F. Kennedy International",200,41,10.05,0.06,18.26,0,12.63,11,0,3250,1080,6,1164,0,1000
2019,5,HA,Hawaiian Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",31,15,14.33,0,0,0,0.68,0,0,516,489,0,0,0,27
2019,5,MQ,Envoy Air,JFK,"New York, NY: John F. Kennedy International",369,67,15.19,3.13,19.08,0,29.61,12,0,5127,1492,263,985,0,2387
2019,5,OH,PSA Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",4,2,1,0,1,0,0,0,0,71,54,0,17,0,0
2019,5,YX,Republic Airline,JFK,"New York, NY: John F. Kennedy International",311,53,9.44,0.66,27.57,0,15.33,12,0,3401,551,28,1765,0,1057
2019,5,OO,SkyWest Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",289,66,6.84,9.47,27.11,0.02,22.57,3,0,4101,364,952,1230,1,1554
2019,5,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",1871,320,40.7,9.83,167.61,0,101.86,40,1,27554,4185,672,13574,0,9123
2019,5,AA,American Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",1277,310,112.83,11.33,95.96,0.13,89.74,18,0,22240,6786,1259,6366,2,7827
2019,5,AS,Alaska Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",434,110,18.04,0,79.24,0,12.72,0,0,6227,995,0,4584,0,648
2019,5,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",3554,702,179.91,16.07,298.54,2.05,205.42,20,9,56775,13480,1050,25527,126,16592
2019,5,DL,Delta Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",2779,477,97.95,16.89,239.16,1,122,0,7,35541,7962,1698,14912,37,10932
2004,5,AA,American Airlines Inc.,LGA,"New York, NY: LaGuardia",1923,581,84.41,12.42,373.96,0,110.21,49,9,40114,5011,1269,25173,0,8661
2004,5,CO,Continental Air Lines Inc.,LGA,"New York, NY: LaGuardia",319,128,7.55,1.98,112.36,0,6.11,6,1,8079,310,286,6897,0,586
2004,5,DH,Atlantic Coast Airlines,LGA,"New York, NY: LaGuardia",218,67,4.67,1.72,29.64,0,30.98,5,0,5525,470,128,2483,0,2444
2004,5,DL,Delta Air Lines Inc.,LGA,"New York, NY: LaGuardia",1954,438,61.55,9.78,303.03,0.87,62.77,32,2,23065,4020,705,13646,34,4660
2004,5,FL,AirTran Airways Corporation,LGA,"New York, NY: LaGuardia",396,121,12.14,2,73.23,0,33.64,2,1,7613,553,59,4406,0,2595
2004,5,MQ,American Eagle Airlines Inc.,LGA,"New York, NY: LaGuardia",1561,436,52.37,8.93,241.66,1.52,131.52,83,8,26649,3786,813,12914,111,9025
2004,5,NW,Northwest Airlines Inc.,LGA,"New York, NY: LaGuardia",592,177,33.47,48.08,82.85,1.03,11.57,23,3,10989,3018,3317,3653,31,970
2004,5,OH,Comair Inc.,LGA,"New York, NY: LaGuardia",1333,265,52.92,69.62,137.16,1.54,3.77,56,8,14630,2365,4431,7514,97,223
2004,5,RU,ExpressJet Airlines Inc.,LGA,"New York, NY: LaGuardia",136,37,2.84,1.1,30.95,0,2.1,6,1,2006,109,58,1673,0,166
2004,5,TZ,ATA Airlines d/b/a ATA,LGA,"New York, NY: LaGuardia",292,101,11.15,1.94,70.01,0,17.9,2,1,8188,778,298,5620,0,1492
2004,5,UA,United Air Lines Inc.,LGA,"New York, NY: LaGuardia",617,175,18.7,5.75,109.12,0,41.42,12,7,14434,1374,519,8584,0,3957
2004,5,US,US Airways Inc.,LGA,"New York, NY: LaGuardia",1361,261,19.72,10.51,172.33,0,58.44,23,3,12376,617,786,7989,0,2984
2004,6,AA,American Airlines Inc.,LGA,"New York, NY: LaGuardia",1891,526,84.51,42.42,255.67,1.9,141.5,37,22,38246,7193,3237,18118,44,9654
2004,6,CO,Continental Air Lines Inc.,LGA,"New York, NY: LaGuardia",299,99,13.17,5.41,62.67,1.63,16.12,3,6,7234,727,247,5096,67,1097
2004,6,DH,Atlantic Coast Airlines,LGA,"New York, NY: LaGuardia",216,71,11.13,1.07,24.19,0,34.61,10,0,5857,822,197,1850,0,2988
2004,6,DL,Delta Air Lines Inc.,LGA,"New York, NY: LaGuardia",1977,384,75.99,11.71,220.55,0,75.75,39,9,23252,4677,680,13602,0,4293
2004,6,FL,AirTran Airways Corporation,LGA,"New York, NY: LaGuardia",400,110,20.39,1.24,48.14,0,40.24,3,1,8855,1382,55,3796,0,3622
2004,6,MQ,American Eagle Airlines Inc.,LGA,"New York, NY: LaGuardia",1612,401,54.69,2.49,198.05,0.44,145.33,80,4,22765,3112,152,11092,11,8398
2004,6,NW,Northwest Airlines Inc.,LGA,"New York, NY: LaGuardia",589,173,56.45,32.49,67.76,0.56,15.75,14,4,9995,3166,2677,3089,10,1053
2004,6,OH,Comair Inc.,LGA,"New York, NY: LaGuardia",1289,213,57.91,49.96,100.13,0,5,65,9,11294,2232,3287,5627,0,148
2004,6,RU,ExpressJet Airlines Inc.,LGA,"New York, NY: LaGuardia",144,26,2.75,0.26,19.14,0,3.85,4,0,1530,144,17,1136,0,233
2004,6,TZ,ATA Airlines d/b/a ATA,LGA,"New York, NY: LaGuardia",336,80,3.47,0,56.19,0,20.33,4,0,5841,127,0,4528,0,1186
2004,6,UA,United Air Lines Inc.,LGA,"New York, NY: LaGuardia",610,109,17.18,0.58,51.5,0,39.73,15,5,9446,1295,18,4879,0,3254
2004,6,US,US Airways Inc.,LGA,"New York, NY: LaGuardia",1375,205,25.86,8.21,107.21,0,63.72,31,4,11681,1119,583,6272,0,3707
2004,7,AA,American Airlines Inc.,LGA,"New York, NY: LaGuardia",1931,672,87.85,39.29,405.95,0,138.91,76,22,59995,8334,3388,34290,0,13983
2004,7,CO,Continental Air Lines Inc.,LGA,"New York, NY: LaGuardia",303,103,4.97,0.35,87.03,0,10.65,4,2,7822,286,17,6940,0,579
2004,7,DH,Atlantic Coast Airlines,LGA,"New York, NY: LaGuardia",227,88,11.57,2.71,30.95,0,42.77,23,1,8014,583,358,2760,0,4313
2004,7,DL,Delta Air Lines Inc.,LGA,"New York, NY: LaGuardia",2000,440,73.94,6.04,299.63,0,60.4,78,6,24532,3918,295,16820,0,3499
2004,7,FL,AirTran Airways Corporation,LGA,"New York, NY: LaGuardia",425,126,19.32,0,78.72,0,27.96,14,5,12533,1431,0,7978,0,3124
2004,7,MQ,American Eagle Airlines Inc.,LGA,"New York, NY: LaGuardia",1603,490,73.9,12.22,254.39,0,149.48,150,4,37149,5345,2098,18814,0,10892
2004,7,NW,Northwest Airlines Inc.,LGA,"New York, NY: LaGuardia",578,181,40.61,47.77,78.63,0.71,13.28,31,3,9986,1886,3663,3679,34,724
2004,7,OH,Comair Inc.,LGA,"New York, NY: LaGuardia",1337,297,73.05,65.63,155.56,0,2.76,123,6,16303,3722,4555,7753,0,273
2004,7,RU,ExpressJet Airlines Inc.,LGA,"New York, NY: LaGuardia",142,32,1.01,0.32,27.69,0,2.99,11,0,2534,31,26,2073,0,404
2004,7,TZ,ATA Airlines d/b/a ATA,LGA,"New York, NY: LaGuardia",335,134,17.26,0.85,82.34,0.26,33.3,15,0,11023,1210,33,7010,6,2764
2004,7,UA,United Air Lines Inc.,LGA,"New York, NY: LaGuardia",629,174,16.29,3.86,124.15,0,29.71,19,9,13040,840,346,9441,0,2413
2004,7,US,US Airways Inc.,LGA,"New York, NY: LaGuardia",1388,256,30.23,12.94,158.62,0,54.21,75,3,16061,1503,769,10080,0,3709
2004,8,AA,American Airlines Inc.,LGA,"New York, NY: LaGuardia",1967,578,111.95,42.81,265.22,0,158.01,65,16,48640,10316,4261,19303,0,14760
2004,8,CO,Continental Air Lines Inc.,LGA,"New York, NY: LaGuardia",307,60,7.47,1.21,45.82,0.73,4.77,2,4,4693,210,102,4192,16,173
2004,8,DH,Atlantic Coast Airlines,LGA,"New York, NY: LaGuardia",20,13,3.96,1.26,2.08,0,5.7,4,0,1035,323,51,136,0,525
2004,8,DL,Delta Air Lines Inc.,LGA,"New York, NY: LaGuardia",2035,363,65.73,5.1,221.94,0,70.23,70,10,21030,2859,282,13521,0,4368
2004,8,FL,AirTran Airways Corporation,LGA,"New York, NY: LaGuardia",430,100,19.82,2,58.29,0,19.9,7,0,7809,856,66,5425,0,1462
2004,8,MQ,American Eagle Airlines Inc.,LGA,"New York, NY: LaGuardia",1624,361,74.63,9.39,164.13,0,112.85,144,4,23634,4826,1351,9887,0,7570
2004,8,NW,Northwest Airlines Inc.,LGA,"New York, NY: LaGuardia",585,162,50.54,35.67,63.83,0.92,11.04,16,1,9713,2640,3398,3114,23,538
2004,8,OH,Comair Inc.,LGA,"New York, NY: LaGuardia",1337,241,53.93,60.57,123.55,0.22,2.73,76,7,13401,2702,3691,6864,10,134
2004,8,RU,ExpressJet Airlines Inc.,LGA,"New York, NY: LaGuardia",145,29,5.25,0.72,21,0.42,1.6,5,0,1995,345,89,1422,11,128
2004,8,TZ,ATA Airlines d/b/a ATA,LGA,"New York, NY: LaGuardia",346,83,4.98,0.18,62.81,0,15.04,7,1,5855,188,8,5026,0,633
2004,8,UA,United Air Lines Inc.,LGA,"New York, NY: LaGuardia",640,128,22.54,1.97,77.47,0,26.03,17,7,9161,1057,119,6629,0,1356
2004,8,US,US Airways Inc.,LGA,"New York, NY: LaGuardia",1418,222,51.23,15.92,96.63,0,58.22,61,2,14206,2328,1860,6165,0,3853
2004,9,AA,American Airlines Inc.,LGA,"New York, NY: LaGuardia",1831,408,52.39,12.81,284.75,0,58.05,110,9,22107,2685,758,14910,0,3754
2004,9,B6,JetBlue Airways,LGA,"New York, NY: LaGuardia",97,25,3.12,2.84,10.99,0,8.05,8,1,1270,95,165,594,0,416
2004,9,CO,Continental Air Lines Inc.,LGA,"New York, NY: LaGuardia",298,67,5.54,0,59.21,0,2.25,4,0,3149,209,0,2791,0,149
2004,9,DL,Delta Air Lines Inc.,LGA,"New York, NY: LaGuardia",1863,269,61.47,3.28,166.57,0,37.68,103,5,12506,2999,306,7408,0,1793
2004,9,FL,AirTran Airways Corporation,LGA,"New York, NY: LaGuardia",388,93,17.73,0,50.39,0,24.88,9,0,5951,1256,0,2848,0,1847
2004,9,MQ,American Eagle Airlines Inc.,LGA,"New York, NY: LaGuardia",1549,394,71.56,7.46,192.48,0,122.5,109,2,21328,4938,424,9240,0,6726
2004,9,NW,Northwest Airlines Inc.,LGA,"New York, NY: LaGuardia",557,157,35.73,31.65,78.94,0.53,10.15,6,0,7768,1760,2649,2934,8,417
2004,9,OH,Comair Inc.,LGA,"New York, NY: LaGuardia",1290,245,62.37,50.3,129.79,0.29,2.25,61,8,12516,3306,3068,6084,10,48
2004,9,RU,ExpressJet Airlines Inc.,LGA,"New York, NY: LaGuardia",135,28,2.97,0,23.64,0,1.4,0,0,1728,138,0,1521,0,69
2004,9,TZ,ATA Airlines d/b/a ATA,LGA,"New York, NY: LaGuardia",260,50,3.56,0,38.26,0.3,7.88,5,0,2696,134,0,2243,7,312
2004,9,UA,United Air Lines Inc.,LGA,"New York, NY: LaGuardia",599,100,11.55,0.25,78.8,0,9.4,5,1,5557,450,50,4386,0,671
2004,9,US,US Airways Inc.,LGA,"New York, NY: LaGuardia",1344,160,30.01,5.8,95.66,0,28.54,39,2,6687,1030,291,4131,0,1235
2004,10,AA,American Airlines Inc.,LGA,"New York, NY: LaGuardia",1899,416,64.96,16.07,241.79,0.41,92.77,18,6,19366,3467,1252,9135,9,5503
2004,10,B6,JetBlue Airways,LGA,"New York, NY: LaGuardia",217,30,4.26,0.81,15.13,0.82,8.99,0,0,1232,133,49,640,18,392
2004,10,CO,Continental Air Lines Inc.,LGA,"New York, NY: LaGuardia",302,62,7.12,0.81,50.08,0,3.99,0,0,2874,502,22,2177,0,173
2004,10,DL,Delta Air Lines Inc.,LGA,"New York, NY: LaGuardia",1993,306,64.49,2.33,196.45,0,42.73,14,2,10357,2112,137,6447,0,1661
2004,10,FL,AirTran Airways Corporation,LGA,"New York, NY: LaGuardia",390,76,7.58,0,47.4,0,21.02,1,2,3234,331,0,1948,0,955
2004,10,MQ,American Eagle Airlines Inc.,LGA,"New York, NY: LaGuardia",1586,308,66.34,8.66,151.14,1.86,79.99,43,2,12686,3415,411,5236,34,3590
2004,10,NW,Northwest Airlines Inc.,LGA,"New York, NY: LaGuardia",574,137,32.78,14.9,82.56,0.56,6.2,3,1,5378,1833,734,2478,13,320
2004,10,OH,Comair Inc.,LGA,"New York, NY: LaGuardia",1335,246,75.03,54.98,110.22,2.77,3,14,0,10929,3262,3077,4292,55,243
2004,10,RU,ExpressJet Airlines Inc.,LGA,"New York, NY: LaGuardia",145,17,3.01,0,11.94,0,2.05,0,0,908,226,0,569,0,113
2004,10,TZ,ATA Airlines d/b/a ATA,LGA,"New York, NY: LaGuardia",321,81,13.52,0,53.31,0,14.17,3,0,3151,521,0,2097,0,533
2004,10,UA,United Air Lines Inc.,LGA,"New York, NY: LaGuardia",613,99,11.89,0.47,50.67,0,35.97,8,1,4975,540,60,1999,0,2376
2004,10,US,US Airways Inc.,LGA,"New York, NY: LaGuardia",1382,184,41.42,4.36,90.56,0,47.66,23,1,6136,1503,152,2529,0,1952
